微博正文,发布时间,ip
��🇸🇮🇱‼️疯狂：加沙城以南的整个街区被以色列国防军炸毁！据以色列军队称，里面布满了通向隧道的竖井。加沙正在慢慢被夷为平地……#巴勒斯坦##巴以冲突##以色列巴勒斯坦冲突#L塔山不是山的微博视频,2024/1/3 23:13,四川
#巴以冲突#黎巴嫩就以色列在首都贝鲁特有针对性地杀害哈马斯副主席萨利赫·阿鲁里一事向联合国安理会提出申诉，称这是以色列袭击该国“最危险的阶段”。路透社周五看到这份日期为1月4日的诉状称，以色列在袭击中使用了六枚导弹，导致阿鲁里的死亡，并补充说，以色列利用黎巴嫩领空轰炸了叙利亚。,2024/1/5 22:45,河南
#巴以冲突#【敏感时刻伊朗“厄尔布尔士”号军舰进入红海】据伊朗塔斯尼姆通讯社消息，伊朗海军标志性军舰“厄尔布尔士”号军舰已经穿过曼德海峡，进入红海。,2024/1/1 23:00,
��阿夫迪夫卡北面⚠️俄军在对诺沃卡利诺夫定居点进行数周的轰炸后，重新启动了对该定居点的进攻行动。🔻目标是到达新卡利诺夫以东的一条道路，该道路可以通往科斯季扬蒂尼夫卡，控制该路线也将从侧翼进攻卡拉米克村和新卡利诺夫。🔻双方在奥赫泰里安和新巴赫穆托夫卡的激烈战斗仍在继续。#俄乌局势新进展##巴以冲突#海岸猎人水相,2024/1/2 22:19,广西
【#联合国#提醒以色列当局，强迫迁离人口是不被允许的】联合国人权事务高级专员办公室（人权高专办）表示，以色列高级官员要求加沙居民迁移至其他国家的声明令人深感不安，这种行为违反国际法。人权高专办援引联合国人权事务高级专员蒂尔克的话在社交网络“X”上发布消息说：“以色列高官声明计划将平民从加沙迁移至第三国，对此深感不安。加沙地带85%的人口在境内流离失所。他们有权返回家园。国际法禁止强制将被保护人口迁移到被占领土或将他们驱逐出境”。#巴以冲突#O联合国提醒以色列当局，强迫迁离人口是不被允许的,2024/1/4 23:03,
马斯克也不管管……来源：推特#伊朗爆炸事件死亡人数上升至103人##伊朗连环爆炸被指系恐怖袭击##巴以冲突#,2024/1/3 23:11,北京
阿夫迪夫卡南翼俄军佩尔沃迈斯基区附近推进，俄军目前正在尝试清理城镇南部的林线，并准备向西移动的同时占领下一个更大的据点（黄色）。#俄乌局势新进展##巴以冲突#海岸猎人水相,2024/1/5 22:43,广西
以军在巴勒斯坦殴打加油站工作人员，还对监控做出不雅手势【环球军事+的作品】#巴勒斯坦##以色列巴勒斯坦冲突##巴以冲突#L椒哥微记录的微博视频,2024/1/1 22:58,浙江
#巴以冲突##俄乌局势新进展#,2024/1/2 22:16,山东
#巴以冲突#据卡塔尔半岛电视台报道，自10月7日爆发敌对行动以来，加沙地带平民死亡人数为22313人，其中9100人为儿童。超过57000人受伤。（来源:X原推特）,2024/1/4 22:59,广东
"#直说热评#【哈马斯二号人物被杀又有一国要大打出手？】对哈马斯二号领导人的袭击,最关键的是以色列把手伸得太长了，进入到黎巴嫩首都贝鲁特。巴以冲突扩大为中东战争的可能性在升高，但从黎巴嫩总理刚发布的声明看，也许还有时间努力延缓新的战争爆发。他说还不清楚真主党是否“愿意将黎巴嫩拖入重大冲突”，也就是说黎巴嫩政府是不想爆发与以色列的全面战争。要是不想把巴以冲突扩大化，那么现在美国该出面了，需要改正一边倒地支持以色列的政策。（直新闻特约评论员陈冰）点击链接，看更多评论👉🏼O陈冰：哈马斯二号人物被谋杀中东冲突会否扩大？",2024/1/3 23:11,
开战九十天至今的巴以冲突完美总结！#极端组织宣称对伊朗爆炸袭击负责##伊朗爆炸事件死亡人数上升至103人##巴以冲突#L蜗牛柯基的微博视频,2024/1/5 22:41,北京
#巴以冲突#ISIS在戈兰高地建立了恐怖统治长达5年之久。五年来，戈兰高地的ISIS只有一次向以色列人开火，为此，“伊斯兰国”诚挚的为误射向以色列道歉。,2024/1/6 22:29,贵州
最近突然不想和任何人辩论，以往看到观点不一致的都要怼上两句或者直接给对方阴阳怪气恶心一下，越来越觉得没意思。今日一约球群见人在对日本地震幸灾乐祸，突然出现另一波人批判民粹主义的球友，于是议题里就开始出现俄乌战争、巴以冲突、华为苹果、新能源和日系车、好莱坞和流浪地球…我…一整个❓,2024/1/2 22:16,广西
红海停航事件逐步升级，马士基作秀复航以失败告终，航司再次大幅涨价。巴以冲突已经扩大到到以色列和黎巴嫩的军事冲突，以及伊朗驱逐舰进入红海。地缘政治短期缓和的可能性大大下降，运价上涨对通胀的影响尚未完全显现，通胀抬头将会加剧欧洲的经济困境。,2024/1/4 22:51,福建
一名以色列新闻主持人带枪参与她的新闻广播。随着巴以冲突持续越来越多的公民选择携带武器。#伊朗爆炸事件死亡人数上升至103人#,2024/1/3 23:11,美国
【南非向联合国国际法院起诉以色列外交部回应】#敦促巴以冲突当事方立即全面停火止战#1月5日，外交部就南非向国际法院起诉以色列在加沙实施种族灭绝一事作出回应。#巴以冲突每天仍有上百名平民死亡#L直新闻的微博视频,2024/1/5 22:40,
在以色列的袭击中失去妻子后，巴勒斯坦男子与孩子们一起生活在废墟中巴勒斯坦人马哈茂德·阿布·多拉在以色列的袭击中失去了妻子，他现在和4个孩子住在一栋废墟建筑的废墟中——他们一家人在离开拉法的家后在那里避难。#巴以冲突#,2024/1/6 22:22,辽宁
以色列部长提出巴以冲突“解决方案”：让加沙人“自愿移民”@新浪新闻O以色列部长提出巴以冲突“解决方案”：让加沙人“自愿移民”,2024/1/2 22:15,四川
今日英翻中，手动：如果你今天支持以色列，那么1930年，你一定是支持纳粹德国的。#巴以冲突#,2024/1/4 22:49,上海
#美国病毒#善恶终有报，天道好轮回。不信抬头看，苍天饶过谁！#缅北电诈##日本核废水##神罚以色列##巴以冲突#L怀府刀客的微博视频,2024/1/3 23:10,河南
【#以防长称作战结束后将继续保持对加沙的控制#】周四，以色列国防部长约亚夫·加兰特向媒体公布在加沙地带作战“第三阶段”的构想，同时谈及巴以冲突结束后加沙地带的管理问题。加兰特说，在哈马斯被击败后，以色列将继续保持对加沙的安全控制，由一个未确定的、以色列指导的巴勒斯坦机构负责日常管理，美国、欧盟和地区合作伙伴负责该领土的重建。根据加兰特公布的计划，以色列将继续进攻加沙，直到10月7日被劫持的人质获释，哈马斯的“军事和管理能力”被摧毁。计划称，加沙地带随后将进入一个新的阶段，在此期间“哈马斯将不再控制加沙，也不会对以色列公民构成安全威胁”，由未指明的巴勒斯坦机构接管该领土的治理。加兰特概述的计划与美国的呼吁大相径庭，美国呼吁重振巴勒斯坦权力机构，控制自2005年以来由哈马斯统治的领土，并开始新的谈判，以建立一个与以色列毗邻的巴勒斯坦国。以色列总理内塔尼亚胡此前公开拒绝了美国的提议。LRuptly国际新闻视频通讯社的微博视频,2024/1/5 22:32,
77000000000？巴以冲突美国到底贡献了多少！#哔哩哔哩动画#O77000000000？巴以冲突美国到底贡献了多少！,2024/1/6 22:10,河北
"巴勒斯坦卫生部：以色列占领军在过去24小时内对加沙地带的家庭实施了15起屠杀，造成207人死亡、338人受伤。自去年10月7日以来，以色列占领军总共在加沙地区造成22,185人死亡，57,035人受伤。#巴以冲突#",2024/1/2 22:12,陕西
��‼️胡塞武装使运费飙升！由于西方航运公司现在从苏伊士航线改道至开普敦航线，集装箱即期运费跃升173%#巴勒斯坦##巴以冲突##以色列巴勒斯坦冲突#,2024/1/4 22:46,四川
以色列国防军对加沙南某街道定点爆破拆除。#巴以冲突##军事#L清新Xp的微博视频,2024/1/3 23:08,广东
【五角大楼前分析师：贝鲁特和克尔曼爆炸后，中东危机可能失控】#巴以冲突升级#美国国防部前高级安全政策分析师迈克尔·马卢夫（MichaelMaloof）告诉俄罗斯卫星通讯社，在黎巴嫩和伊朗发生爆炸后，中东局势可能很快会加剧，预计会发生更多袭击。本周，#伊朗#克尔曼市发生两起强烈爆炸，造成近100人死亡，“伊斯兰国”（在俄罗斯被禁止恐怖组织）声称对此次恐怖袭击负责。然而，马鲁夫不排除恐怖组织“可能试图以某些事情作为掩护，为其他人邀功的可能性”。“我并不感到惊讶，因为众所周知，‘#伊斯兰国#’与以色列人合作，”他告诉俄罗斯卫星通讯社。“我们有一个有趣的背景，特别是因为以色列人非常反什叶派，而“伊斯兰国基本上是激进的逊尼派。所以这并不令人吃惊。“伊斯兰国”也有在伊朗引爆炸药的历史。事实上，就在几年前，他们发生了几次爆炸，我想是在德黑兰的议会大厦。所以它不是独一无二的。”点击链接阅读全文：O五角大楼前分析师：贝鲁特和克尔曼爆炸后，中东危机可能失控,2024/1/6 22:09,
⚡️🔥⚡️俄军继续向阿夫迪夫卡方向的北翼推进，乌方信源已经证实。今天，俄军炮兵、多管火箭炮和空军继续积极工作⚡️🔥⚡️#俄乌局势新进展##巴以冲突#海岸猎人水相,2024/1/2 22:12,广西
#伊朗#伊朗军舰已经驶入红海，美国此前在红海停靠了数艘军舰，用来威慑伊朗，防止伊朗直接加入巴以冲突。在伊朗爆炸事件之前，胡塞武装也是因为美国在红海的军舰，活动区域被限制，这一次，中东战争将再次升级！L娱乐探神的微博视频,2024/1/4 22:38,河南
开罗新闻：美国和以色列的共同利益是伊朗克尔曼爆炸事件的幕后黑手飞扬军事#巴以冲突##伊朗连环爆炸已致73死170伤#L飞扬军事铁背心的微博视频,2024/1/3 23:07,江苏
杰哈德圣城旅发布107和各种迫击炮集中打击以色列指挥阵地视频来源：saraya.ps#巴以冲突##以色列称坚决拒绝停火##以色列轰炸后的加沙尸横遍野#L蜗牛柯基的微博视频,2024/1/1 22:43,北京
欧盟外交代表：必须避免黎巴嫩被拖入地区冲突6日，正在黎巴嫩访问的欧盟外交与安全政策高级代表博雷利与黎巴嫩看守政府总理米卡提举行会谈。博雷利表示，近期，黎以临时边界冲突加剧，必须避免中东地区局势升级，避免黎巴嫩被拖入地区冲突。在谈到巴以冲突时，博雷利说，他已告知以色列，没有人会是冲突中的胜利者，应通过外交努力结束冲突。实现和平与安全的唯一途径是“两国方案”。来源：央视新闻（总台记者王寅）🔺。。当前这种对黎巴嫩的外交斡旋，我是不太乐观，至少黎巴嫩的真主党武装相对具有一定的独立性。,2024/1/6 22:04,江苏
杰哈德圣城旅的新年炮轰梅卡瓦大片来了来源：saraya.ps#巴以冲突##以色列轰炸后的加沙尸横遍野##以色列称坚决拒绝停火#L蜗牛柯基的微博视频,2024/1/2 22:12,北京
【以色列杀害#哈马斯#副领导人如何改变加沙战争？】巴勒斯坦哈马斯组织领导层成员萨利赫·阿鲁里在黎巴嫩贝鲁特郊区的无人机袭击中丧生。阿鲁里遇刺对加沙战争和美以关系有何影响？1月2日，#巴勒斯坦#激进组织哈马斯的一名高级领导人在黎巴嫩首都贝鲁特南部的一次以色列无人机袭击中丧生，这引发了对加沙战争可能升级的担忧。根据Axios的说法，特拉维夫尚未公开宣布对这次有针对性的暗杀负责，但据一名以色列官员和两名美国官员证实，这个犹太国家是这次袭击的幕后黑手。黎巴嫩美国大学政治学和国际事务副教授伊马德·萨拉梅博士向俄罗斯卫星通讯社表示：“显然，#以色列#正在升级冲突，试图转移人们对其国内危机的注意力，并作为宣布一些军事胜利的绝望之举。”#巴以冲突#点击链接阅读全文：O以色列杀害哈马斯副领导人如何改变加沙战争？,2024/1/4 22:38,
